BI	BV	AI	AV
999.9300E-9	000.0000E+0	-999.9951E-9	-425.0000E-5
999.9237E-9	000.0000E+0	-999.9953E-9	-420.0000E-5
999.9342E-9	000.0000E+0	-999.9952E-9	-415.0000E-5
999.9269E-9	000.0000E+0	-999.9953E-9	-410.0000E-5
999.9275E-9	000.0000E+0	-999.9953E-9	-405.0000E-5
999.9249E-9	000.0000E+0	-999.9955E-9	-400.0000E-5
999.9279E-9	000.0000E+0	-999.9957E-9	-395.0000E-5
999.9225E-9	000.0000E+0	-999.9952E-9	-390.0000E-5
999.9277E-9	000.0000E+0	-999.9952E-9	-385.0000E-5
999.9222E-9	000.0000E+0	-999.9950E-9	-380.0000E-5
999.9184E-9	000.0000E+0	-999.9956E-9	-375.0000E-5
999.9225E-9	000.0000E+0	-999.9953E-9	-370.0000E-5
999.9316E-9	000.0000E+0	-999.9955E-9	-365.0000E-5
999.9389E-9	000.0000E+0	-999.9958E-9	-360.0000E-5
999.9264E-9	000.0000E+0	-999.9955E-9	-355.0000E-5
999.9251E-9	000.0000E+0	-999.9957E-9	-350.0000E-5
999.9175E-9	000.0000E+0	-999.9953E-9	-345.0000E-5
999.9258E-9	000.0000E+0	-999.9951E-9	-340.0000E-5
999.9177E-9	000.0000E+0	-999.9953E-9	-335.0000E-5
999.9236E-9	000.0000E+0	-999.9955E-9	-330.0000E-5
999.9220E-9	000.0000E+0	-999.9951E-9	-325.0000E-5
999.9260E-9	000.0000E+0	-999.9955E-9	-320.0000E-5
999.9223E-9	000.0000E+0	-999.9951E-9	-315.0000E-5
999.9122E-9	000.0000E+0	-999.9953E-9	-310.0000E-5
999.9167E-9	000.0000E+0	-999.9956E-9	-305.0000E-5
999.9392E-9	000.0000E+0	-999.9960E-9	-300.0000E-5
999.9112E-9	000.0000E+0	-999.9951E-9	-295.0000E-5
999.9243E-9	000.0000E+0	-999.9957E-9	-290.0000E-5
999.9283E-9	000.0000E+0	-999.9959E-9	-285.0000E-5
999.9128E-9	000.0000E+0	-999.9955E-9	-280.0000E-5
999.9299E-9	000.0000E+0	-999.9956E-9	-275.0000E-5
999.9288E-9	000.0000E+0	-999.9956E-9	-270.0000E-5
999.9275E-9	000.0000E+0	-999.9957E-9	-265.0000E-5
999.9306E-9	000.0000E+0	-999.9956E-9	-260.0000E-5
999.9372E-9	000.0000E+0	-999.9959E-9	-255.0000E-5
999.9243E-9	000.0000E+0	-999.9958E-9	-250.0000E-5
999.9368E-9	000.0000E+0	-999.9957E-9	-245.0000E-5
999.9268E-9	000.0000E+0	-999.9956E-9	-240.0000E-5
999.9355E-9	000.0000E+0	-999.9957E-9	-235.0000E-5
999.9346E-9	000.0000E+0	-999.9957E-9	-230.0000E-5
999.9296E-9	000.0000E+0	-999.9959E-9	-225.0000E-5
999.9320E-9	000.0000E+0	-999.9959E-9	-220.0000E-5
999.9263E-9	000.0000E+0	-999.9958E-9	-215.0000E-5
999.9229E-9	000.0000E+0	-999.9952E-9	-210.0000E-5
999.9326E-9	000.0000E+0	-999.9961E-9	-205.0000E-5
999.9254E-9	000.0000E+0	-999.9960E-9	-200.0000E-5
999.9289E-9	000.0000E+0	-999.9958E-9	-195.0000E-5
999.9251E-9	000.0000E+0	-999.9956E-9	-190.0000E-5
999.9263E-9	000.0000E+0	-999.9949E-9	-185.0000E-5
999.9339E-9	000.0000E+0	-999.9958E-9	-180.0000E-5
999.9250E-9	000.0000E+0	-999.9962E-9	-175.0000E-5
999.9237E-9	000.0000E+0	-999.9956E-9	-170.0000E-5
999.9270E-9	000.0000E+0	-999.9959E-9	-165.0000E-5
999.9263E-9	000.0000E+0	-999.9962E-9	-160.0000E-5
999.9368E-9	000.0000E+0	-999.9961E-9	-155.0000E-5
999.9325E-9	000.0000E+0	-999.9965E-9	-150.0000E-5
999.9318E-9	000.0000E+0	-999.9969E-9	-145.0000E-5
999.9212E-9	000.0000E+0	-999.9948E-9	-140.0000E-5
999.9255E-9	000.0000E+0	-999.9967E-9	-135.0000E-5
999.9231E-9	000.0000E+0	-999.9972E-9	-130.0000E-5
999.9255E-9	000.0000E+0	-999.9965E-9	-125.0000E-5
999.9326E-9	000.0000E+0	-999.9994E-9	-120.0000E-5
999.9354E-9	000.0000E+0	-999.9976E-9	-115.0000E-5
999.9309E-9	000.0000E+0	-999.9977E-9	-110.0000E-5
999.9280E-9	000.0000E+0	-999.9987E-9	-105.0000E-5
999.9335E-9	000.0000E+0	-999.9992E-9	-100.0000E-5
999.9220E-9	000.0000E+0	-999.9967E-9	-950.0000E-6
999.9296E-9	000.0000E+0	-100.0002E-8	-900.0000E-6
999.9308E-9	000.0000E+0	-999.9994E-9	-850.0000E-6
999.9326E-9	000.0000E+0	-999.9993E-9	-800.0000E-6
999.9329E-9	000.0000E+0	-999.9995E-9	-750.0000E-6
999.9280E-9	000.0000E+0	-999.9984E-9	-700.0000E-6
999.9225E-9	000.0000E+0	-999.9940E-9	-650.0000E-6
999.9270E-9	000.0000E+0	-100.0000E-8	-600.0000E-6
999.9308E-9	000.0000E+0	-100.0000E-8	-550.0000E-6
999.9325E-9	000.0000E+0	-100.0000E-8	-500.0000E-6
999.9327E-9	000.0000E+0	-100.0001E-8	-450.0000E-6
999.9305E-9	000.0000E+0	-100.0002E-8	-400.0000E-6
999.9291E-9	000.0000E+0	-100.0000E-8	-350.0000E-6
999.9479E-9	000.0000E+0	-100.0006E-8	-300.0000E-6
999.9329E-9	000.0000E+0	-100.0001E-8	-250.0000E-6
999.9366E-9	000.0000E+0	-999.9993E-9	-200.0000E-6
999.8944E-9	000.0000E+0	-999.9560E-9	-150.0000E-6
999.9044E-9	000.0000E+0	-999.9718E-9	-100.0000E-6
999.5762E-9	000.0000E+0	-999.6480E-9	-500.0000E-7
997.8152E-9	000.0000E+0	-997.8883E-9	000.0000E+0
988.7940E-9	000.0000E+0	-988.8637E-9	500.0000E-7
977.0498E-9	000.0000E+0	-977.1215E-9	100.0000E-6
960.5519E-9	000.0000E+0	-960.6107E-9	150.0000E-6
939.4173E-9	000.0000E+0	-939.4840E-9	200.0000E-6
913.5407E-9	000.0000E+0	-913.6019E-9	250.0000E-6
882.9824E-9	000.0000E+0	-883.0387E-9	300.0000E-6
847.7837E-9	000.0000E+0	-847.8347E-9	350.0000E-6
807.7205E-9	000.0000E+0	-807.7575E-9	400.0000E-6
763.1733E-9	000.0000E+0	-763.2167E-9	450.0000E-6
714.0023E-9	000.0000E+0	-714.0409E-9	500.0000E-6
660.2464E-9	000.0000E+0	-660.2739E-9	550.0000E-6
602.6235E-9	000.0000E+0	-602.6459E-9	600.0000E-6
541.0470E-9	000.0000E+0	-541.0453E-9	650.0000E-6
476.1255E-9	000.0000E+0	-476.1438E-9	700.0000E-6
408.2383E-9	000.0000E+0	-408.2515E-9	750.0000E-6
340.0269E-9	000.0000E+0	-340.0358E-9	800.0000E-6
274.0495E-9	000.0000E+0	-274.0573E-9	850.0000E-6
211.1948E-9	000.0000E+0	-211.1796E-9	900.0000E-6
147.2708E-9	000.0000E+0	-147.2808E-9	950.0000E-6
804.7245E-10	000.0000E+0	-804.7648E-10	100.0000E-5
555.5614E-11	000.0000E+0	-555.5703E-11	105.0000E-5
-183.7407E-11	000.0000E+0	183.7177E-11	110.0000E-5
-326.5494E-11	000.0000E+0	326.5317E-11	115.0000E-5
-507.7750E-11	000.0000E+0	507.7620E-11	120.0000E-5
-432.3124E-9	000.0000E+0	432.3180E-9	125.0000E-5
-548.9777E-9	000.0000E+0	548.9907E-9	130.0000E-5
-673.6627E-9	000.0000E+0	673.7127E-9	135.0000E-5
-804.6090E-9	000.0000E+0	804.5978E-9	140.0000E-5
-940.1651E-9	000.0000E+0	940.1456E-9	145.0000E-5
-999.9724E-9	000.0000E+0	999.9713E-9	150.0000E-5
-999.9736E-9	000.0000E+0	999.9720E-9	155.0000E-5
-999.9715E-9	000.0000E+0	999.9718E-9	160.0000E-5
-999.9736E-9	000.0000E+0	999.9715E-9	165.0000E-5
-999.9713E-9	000.0000E+0	999.9721E-9	170.0000E-5
-999.9728E-9	000.0000E+0	999.9716E-9	175.0000E-5
-999.9761E-9	000.0000E+0	999.9716E-9	180.0000E-5
-999.9741E-9	000.0000E+0	999.9713E-9	185.0000E-5
-999.9735E-9	000.0000E+0	999.9717E-9	190.0000E-5
-999.9703E-9	000.0000E+0	999.9715E-9	195.0000E-5
-999.9733E-9	000.0000E+0	999.9718E-9	200.0000E-5
-999.9713E-9	000.0000E+0	999.9719E-9	205.0000E-5
-999.9771E-9	000.0000E+0	999.9715E-9	210.0000E-5
-999.9728E-9	000.0000E+0	999.9720E-9	215.0000E-5
-999.9703E-9	000.0000E+0	999.9719E-9	220.0000E-5
-999.9771E-9	000.0000E+0	999.9717E-9	225.0000E-5
-999.9750E-9	000.0000E+0	999.9720E-9	230.0000E-5
-999.9699E-9	000.0000E+0	999.9717E-9	235.0000E-5
-999.9740E-9	000.0000E+0	999.9721E-9	240.0000E-5
-999.9707E-9	000.0000E+0	999.9717E-9	245.0000E-5
-999.9696E-9	000.0000E+0	999.9718E-9	250.0000E-5
-999.9696E-9	000.0000E+0	999.9716E-9	255.0000E-5
-999.9692E-9	000.0000E+0	999.9712E-9	260.0000E-5
-999.9752E-9	000.0000E+0	999.9712E-9	265.0000E-5
-999.9670E-9	000.0000E+0	999.9717E-9	270.0000E-5
-999.9662E-9	000.0000E+0	999.9711E-9	275.0000E-5
-999.9693E-9	000.0000E+0	999.9715E-9	280.0000E-5
-999.9675E-9	000.0000E+0	999.9715E-9	285.0000E-5
-999.9698E-9	000.0000E+0	999.9717E-9	290.0000E-5
-999.9676E-9	000.0000E+0	999.9710E-9	295.0000E-5
-999.9751E-9	000.0000E+0	999.9715E-9	300.0000E-5
-999.9669E-9	000.0000E+0	999.9715E-9	305.0000E-5
-999.9704E-9	000.0000E+0	999.9712E-9	310.0000E-5
-999.9674E-9	000.0000E+0	999.9717E-9	315.0000E-5
-999.9749E-9	000.0000E+0	999.9711E-9	320.0000E-5
-999.9708E-9	000.0000E+0	999.9715E-9	325.0000E-5
-999.9750E-9	000.0000E+0	999.9711E-9	330.0000E-5
-999.9707E-9	000.0000E+0	999.9715E-9	335.0000E-5
-999.9742E-9	000.0000E+0	999.9719E-9	340.0000E-5
-999.9677E-9	000.0000E+0	999.9715E-9	345.0000E-5
-999.9716E-9	000.0000E+0	999.9715E-9	350.0000E-5
-999.9709E-9	000.0000E+0	999.9717E-9	355.0000E-5
-999.9690E-9	000.0000E+0	999.9715E-9	360.0000E-5
-999.9721E-9	000.0000E+0	999.9711E-9	365.0000E-5
-999.9743E-9	000.0000E+0	999.9716E-9	370.0000E-5
-999.9758E-9	000.0000E+0	999.9711E-9	375.0000E-5
-999.9688E-9	000.0000E+0	999.9715E-9	380.0000E-5
-999.9699E-9	000.0000E+0	999.9718E-9	385.0000E-5
-999.9681E-9	000.0000E+0	999.9715E-9	390.0000E-5
-999.9719E-9	000.0000E+0	999.9711E-9	395.0000E-5
-999.9719E-9	000.0000E+0	999.9716E-9	400.0000E-5
-999.9687E-9	000.0000E+0	999.9712E-9	405.0000E-5
-999.9728E-9	000.0000E+0	999.9717E-9	410.0000E-5
-999.9720E-9	000.0000E+0	999.9717E-9	415.0000E-5
-999.9662E-9	000.0000E+0	999.9717E-9	420.0000E-5
-999.9685E-9	000.0000E+0	999.9713E-9	425.0000E-5
-999.9670E-9	000.0000E+0	999.9717E-9	430.0000E-5
-999.9665E-9	000.0000E+0	999.9715E-9	435.0000E-5
-999.9696E-9	000.0000E+0	999.9710E-9	440.0000E-5
-999.9713E-9	000.0000E+0	999.9717E-9	445.0000E-5
-999.9683E-9	000.0000E+0	999.9716E-9	450.0000E-5
-999.9661E-9	000.0000E+0	999.9712E-9	455.0000E-5
-999.9704E-9	000.0000E+0	999.9716E-9	460.0000E-5
-999.9701E-9	000.0000E+0	999.9717E-9	465.0000E-5
-999.9701E-9	000.0000E+0	999.9713E-9	470.0000E-5
-999.9685E-9	000.0000E+0	999.9717E-9	475.0000E-5
-999.9742E-9	000.0000E+0	999.9711E-9	480.0000E-5
-999.9702E-9	000.0000E+0	999.9715E-9	485.0000E-5
-999.9767E-9	000.0000E+0	999.9710E-9	490.0000E-5
-999.9824E-9	000.0000E+0	999.9718E-9	495.0000E-5
-999.9702E-9	000.0000E+0	999.9710E-9	500.0000E-5
-999.9721E-9	000.0000E+0	999.9710E-9	505.0000E-5
-999.9696E-9	000.0000E+0	999.9711E-9	510.0000E-5
-999.9678E-9	000.0000E+0	999.9712E-9	515.0000E-5
-999.9632E-9	000.0000E+0	999.9711E-9	520.0000E-5
-999.9696E-9	000.0000E+0	999.9709E-9	525.0000E-5
-999.9726E-9	000.0000E+0	999.9710E-9	530.0000E-5
-999.9723E-9	000.0000E+0	999.9707E-9	535.0000E-5
-999.9681E-9	000.0000E+0	999.9715E-9	540.0000E-5
-999.9669E-9	000.0000E+0	999.9710E-9	545.0000E-5
-999.9693E-9	000.0000E+0	999.9713E-9	550.0000E-5
-999.9701E-9	000.0000E+0	999.9715E-9	555.0000E-5
-999.9709E-9	000.0000E+0	999.9713E-9	560.0000E-5
-999.9716E-9	000.0000E+0	999.9711E-9	565.0000E-5
-999.9721E-9	000.0000E+0	999.9715E-9	570.0000E-5
-999.9713E-9	000.0000E+0	999.9712E-9	575.0000E-5
-999.9721E-9	000.0000E+0	999.9710E-9	580.0000E-5
-999.9702E-9	000.0000E+0	999.9712E-9	585.0000E-5
-999.9721E-9	000.0000E+0	999.9715E-9	590.0000E-5
-999.9652E-9	000.0000E+0	999.9713E-9	595.0000E-5
-999.9704E-9	000.0000E+0	999.9709E-9	600.0000E-5
-999.9731E-9	000.0000E+0	999.9717E-9	605.0000E-5
-999.9717E-9	000.0000E+0	999.9708E-9	610.0000E-5
-999.9731E-9	000.0000E+0	999.9709E-9	615.0000E-5
-999.9707E-9	000.0000E+0	999.9713E-9	620.0000E-5
-999.9724E-9	000.0000E+0	999.9715E-9	625.0000E-5
-999.9771E-9	000.0000E+0	999.9712E-9	630.0000E-5
-999.9744E-9	000.0000E+0	999.9715E-9	635.0000E-5
-999.9719E-9	000.0000E+0	999.9713E-9	640.0000E-5
-999.9731E-9	000.0000E+0	999.9707E-9	645.0000E-5
-999.9727E-9	000.0000E+0	999.9713E-9	650.0000E-5
-999.9717E-9	000.0000E+0	999.9713E-9	655.0000E-5
-999.9746E-9	000.0000E+0	999.9709E-9	660.0000E-5
-999.9734E-9	000.0000E+0	999.9715E-9	665.0000E-5
-999.9735E-9	000.0000E+0	999.9713E-9	670.0000E-5
-999.9761E-9	000.0000E+0	999.9707E-9	675.0000E-5
-999.9749E-9	000.0000E+0	999.9709E-9	680.0000E-5
-999.9750E-9	000.0000E+0	999.9710E-9	685.0000E-5
-999.9736E-9	000.0000E+0	999.9713E-9	690.0000E-5
-999.9754E-9	000.0000E+0	999.9709E-9	695.0000E-5
-999.9754E-9	000.0000E+0	999.9704E-9	700.0000E-5
-999.9753E-9	000.0000E+0	999.9711E-9	705.0000E-5
-999.9735E-9	000.0000E+0	999.9706E-9	710.0000E-5
-999.9690E-9	000.0000E+0	999.9708E-9	715.0000E-5
-999.9726E-9	000.0000E+0	999.9712E-9	720.0000E-5
-999.9757E-9	000.0000E+0	999.9708E-9	725.0000E-5
-999.9736E-9	000.0000E+0	999.9710E-9	730.0000E-5
-999.9759E-9	000.0000E+0	999.9706E-9	735.0000E-5
-999.9792E-9	000.0000E+0	999.9710E-9	740.0000E-5
-999.9757E-9	000.0000E+0	999.9708E-9	745.0000E-5
-999.9886E-9	000.0000E+0	999.9708E-9	750.0000E-5
-999.9748E-9	000.0000E+0	999.9708E-9	755.0000E-5
-999.9720E-9	000.0000E+0	999.9710E-9	760.0000E-5
-999.9687E-9	000.0000E+0	999.9707E-9	765.0000E-5
-999.9750E-9	000.0000E+0	999.9707E-9	770.0000E-5
-999.9740E-9	000.0000E+0	999.9715E-9	775.0000E-5
-999.9741E-9	000.0000E+0	999.9709E-9	780.0000E-5
-999.9764E-9	000.0000E+0	999.9708E-9	785.0000E-5
-999.9726E-9	000.0000E+0	999.9706E-9	790.0000E-5
-999.9727E-9	000.0000E+0	999.9709E-9	795.0000E-5
-999.9683E-9	000.0000E+0	999.9713E-9	800.0000E-5
-999.9745E-9	000.0000E+0	999.9708E-9	805.0000E-5
-999.9704E-9	000.0000E+0	999.9708E-9	810.0000E-5
-999.9731E-9	000.0000E+0	999.9712E-9	815.0000E-5
-999.9784E-9	000.0000E+0	999.9703E-9	820.0000E-5
-999.9800E-9	000.0000E+0	999.9708E-9	825.0000E-5
-999.9789E-9	000.0000E+0	999.9712E-9	830.0000E-5
-999.9766E-9	000.0000E+0	999.9709E-9	835.0000E-5
-999.9748E-9	000.0000E+0	999.9708E-9	840.0000E-5
-999.9704E-9	000.0000E+0	999.9708E-9	845.0000E-5
-999.9686E-9	000.0000E+0	999.9708E-9	850.0000E-5
-999.9701E-9	000.0000E+0	999.9706E-9	855.0000E-5
-999.9717E-9	000.0000E+0	999.9711E-9	860.0000E-5
-999.9709E-9	000.0000E+0	999.9706E-9	865.0000E-5
-999.9692E-9	000.0000E+0	999.9709E-9	870.0000E-5
-999.9646E-9	000.0000E+0	999.9710E-9	875.0000E-5
-999.9629E-9	000.0000E+0	999.9706E-9	880.0000E-5
-999.9656E-9	000.0000E+0	999.9709E-9	885.0000E-5
-999.9668E-9	000.0000E+0	999.9708E-9	890.0000E-5
-999.9713E-9	000.0000E+0	999.9712E-9	895.0000E-5
-999.9690E-9	000.0000E+0	999.9708E-9	900.0000E-5
-999.9717E-9	000.0000E+0	999.9711E-9	905.0000E-5
-999.9729E-9	000.0000E+0	999.9708E-9	910.0000E-5
-999.9700E-9	000.0000E+0	999.9708E-9	915.0000E-5
-999.9756E-9	000.0000E+0	999.9711E-9	920.0000E-5
-999.9696E-9	000.0000E+0	999.9710E-9	925.0000E-5
-999.9667E-9	000.0000E+0	999.9707E-9	930.0000E-5
-999.9715E-9	000.0000E+0	999.9704E-9	935.0000E-5
-999.9742E-9	000.0000E+0	999.9710E-9	940.0000E-5
-999.9651E-9	000.0000E+0	999.9711E-9	945.0000E-5
-999.9648E-9	000.0000E+0	999.9708E-9	950.0000E-5
-999.9675E-9	000.0000E+0	999.9710E-9	955.0000E-5
-999.9641E-9	000.0000E+0	999.9704E-9	960.0000E-5
-999.9618E-9	000.0000E+0	999.9708E-9	965.0000E-5
-999.9636E-9	000.0000E+0	999.9704E-9	970.0000E-5
-999.9613E-9	000.0000E+0	999.9711E-9	975.0000E-5
-999.9687E-9	000.0000E+0	999.9702E-9	980.0000E-5
-999.9583E-9	000.0000E+0	999.9710E-9	985.0000E-5
-999.9663E-9	000.0000E+0	999.9706E-9	990.0000E-5
-999.9649E-9	000.0000E+0	999.9708E-9	995.0000E-5
-999.9586E-9	000.0000E+0	999.9707E-9	100.0000E-4
